label,company,address,city,state,zip,phone,fax,toll-free,website,description,employees,sales-volume,established,first-name-1,last-name-1,title-1,gender-1,first-name-2,last-name-2,title-2,gender-2,first-name-3,last-name-3,title-3,gender-3,first-name-4,last-name-4,title-4,gender-4,first-name-5,last-name-5,title-5,gender-5,first-name-6,last-name-6,title-6,gender-6,first-name-7,last-name-7,title-7,gender-07,first-name-08,last-name-8,title-8,gender-8,first-name-9,last-name-9,title-9,gender-9,first-name-10,last-name-10,title-10,gender-10,first-name-11,last-name-11,title-11,gender-11,first-name-12,last-name-12,title-12,gender-12,first-name-13,last-name-13,title-13,gender-13,first-name-14,last-name-14,title-14,gender-14,first-name-15,last-name-15,title-15,gender-15,first-name-16,last-name-16,title-16,gender-16,first-name-17,last-name-17,title-17,gender-17,first-name-18,last-name-18,title-18,gender-18,first-name-19,last-name-19,title-19,gender-19,first-name-20,last-name-20,title-20,gender-20,first-name-21,last-name-21,title-21,gender-21,first-name-22,last-name-22,title-22,gender-22,first-name-23,last-name-23,title-23,gender-23,first-name-24,last-name-24,title-24,gender-24,first-name-25,last-name-25,title-25,gender-25,first-name-26,last-name-26,title-26,gender-26,first-name-27,last-name-27,title-27,gender-27,first-name-28,last-name-28,title-28,gender-28,first-name-29,last-name-29,title-29,gender-29,first-name-30,last-name-30,title-30,gender-30,first-name-31,last-name-31,title-31,gender-31,first-name-32,last-name-32,title-32,gender-32,first-name-33,last-name-33,title-33,gender-33,first-name-34,last-name-34,title-34,gender-34,first-name-35,last-name-35,title-35,gender-35,first-name-36,last-name-36,title-36,gender-36,first-name-37,last-name-37,title-37,gender-37,first-name-38,last-name-38,title-38,gender-38,first-name-39,last-name-39,title-39,gender-39,first-name-40,last-name-40,title-40,gender-40,first-name-41,last-name-41,title-41,gender-41,first-name-42,last-name-42,title-42,gender-42,first-name-43,last-name-43,title-43,gender-43,first-name-44,last-name-44,title-44,gender-44,first-name-45,last-name-45,title-45,gender-45,first-name-46,last-name-46,title-46,gender-46,first-name-47,last-name-47,title-47,gender-47,first-name-48,last-name-48,title-48,gender-48,first-name-49,last-name-49,title-49,gender-49,first-name-50,last-name-50,title-50,gender-50
williams-printing,Williams Printing,985 Meadowbrook Dr # A,King,NC,27021,3369853357,,,,,187,"$10,760,000",,Kevin,Williams,Owner,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
william-barnet-&-son-llc,William Barnet & Son LLC,1411 Hwy 258 N,Kinston,NC,28504,2525222418,2525223023,,Barnet.Com,"Barnet Usa Is Headquartered IN The Arcadia, S.C. The Company Manages Sales Into The Domestic Market And Canada. It Also Coordinates Export Sales Of Products Sourced Locally Through Its Own Offices IN Europe, Asia And Latin America, Plus A Host Of Agents Worldwide. These Products Include Various Types Of Synthetic Fibers, Filament Yarns And Polymers And Their By-Products. Its Sales Associates Are Calling On Markets That Manufacture Yarns, Wovens, Knits, Ropes/Cords/Webbings, All Types Of Non-Wovens, Geotextiles, Flocking Fabrics, Carpeting/Rugs, Fiber Additives For Concrete/Asphalt/Paper Reinforcement And Polymer Compounders. IN Addition To Trading, Barnet Is Supplied By Three Manufacturing Locations IN The United States. The Kinston, N.C., Plant Utilizes A Sophisticated Draw/Crimp/Cut Process To Produce Synthetic Staple Fibers, As Well As Specialty Short Cut Fibers And Flocking Tow. Kinston Also Provides Contract Services Of Various Textile Processes Such As Winding And Cutting.",250,"$41,014,000",1898,Greg,Kempner,Manager,Male,Vanessa,Mewborn,Manager,Female,Paul,Edwards,Mfg Exec,Male,Mathew,Baker,Cio/Cto,Male,Diane,Holzworth,HR Executive,Female,Bruce,Soles,Operations,Male,Mathew,Baker,Telecom Exec,Male,Ann,Cade,Finance,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whitewood-industries,Whitewood Industries,100 Liberty Dr,Thomasville,NC,27360,3364720303,3364722329,8668454239,Whitewood.Net,,325,"$41,159,000",1982,Jorge,Mata,Owner,Male,Jorge,Mata,President,Male,Dollie,Corner,Manager,Female,Ron,Hundley,HR Executive,Male,Bryan,Sprinkles,Sales Exec,Male,Bryan,Sprinkles,Marketing Exec,Male,Dollie,Corner,Finance Exec,Female,Jorge A,Mata,Treasurer,Male,Bob,Lamar,IT Executive,Male,Bob,Lamar,Purchase Exec,Male,Patti,Koontz,Marketing,Female,Dollie,Corner,Telecom Exec,Female,Y Ron,Feibel,Other,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whiteville-apparel-corp,Whiteville Apparel Corp,800 Jefferson St,Whiteville,NC,28472,9106427701,,,,,425,"$19,183,000",1952,Jennie,Tedder,Mfg Exec,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whisper-knits-inc,Whisper Knits Inc,315 Industrial Dr,Clinton,NC,28328,9105928180,,,,,109,"$14,021,000",1989,Hayward,Maorgan,Owner,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wheatstone-corp,Wheatstone Corp,600 Industrial Dr,New Bern,NC,28562,2526387000,2526354857,,Wheatstone.Com,"Established IN 1974, The Wheatstone Corporation Is A Supplier Of Audio Mixing Consoles For The Broadcast Industry. Located IN New Bern, N.C., The Company Designs And Manufactures Radio On-Air And Production Consoles And Other Professional Broadcast Audio Equipment Under The Wheatstone And Audioarts Engineering Brand Names. The Company Also Markets The Bridge Digital Audio Network Router And A Variety Of Studio Furniture, Broadcast Accessories And Studio Interface Wiring Systems. It Offers A Wide Range Of Products, Including Satellite Cages, Talent Panels, News Mixers And Signal Processors For Audio Networking, Radio And Television Broadcast And Digital Signal Processing Applications. Additionally, The Company Provides Online Product Manuals And Literatures, Software Downloads And Product Photographs.",100,"$17,135,000",1973,Gary C,Snow,President,Male,Denny,Murdock,Vice President,Male,Pam,Aderholt,Manager,Female,Kelly,Parker,Manager,Female,Denny,Murdock,Cio/Cto,Male,Gary C,Snow,Treasurer,Male,Denny,Murdock,Operation Exec,Male,Kathleen,Snow,Other,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wheatland-tube-co,Wheatland Tube Co,111 Pin Oak Ln,Mooresville,NC,28117,7045606768,,,Wheatland.Com,,100,"$54,964,000",,Scott,Dimmick,Other,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
westrock,Westrock,214 Conover Blvd E,Conover,NC,28613,8284645560,,,Westrock.Com,"Rocktenn Company Is One Of The Leading Producers Of Paperboard, Containerboard And Consumer/Corrugated Packaging IN North America. Based IN Conover, N.C., It Operates More Than 90 Facilities IN The United States, Canada, Mexico, Chile And Argentina. The Company's Service Consistently Provides Innovative And Functional Designs, Market Research And State-Of-The-Art Technology. Rocktenn Company's Brand Greensource Represents A Pledge To Design, Develop And Implement Packaging, Paperboard And Display Solutions By Managing Resources To Minimize The Environmental Impact.",200,"$21,733,000",,Kurt,Wartner,Manager,Male,Jessica,Clemmensen,Manager,Female,Brandon,Jolly,Manager,Male,Kevin,Rooth,Manager,Male,Shane,Virtue,Mfg Exec,Male,Pam,Taylor,HR Executive,Female,Danny,Hall,Finance Exec,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
westrock,Westrock,2690 Kelly Blvd,Claremont,NC,28610,8284598006,8284592731,,Westrock.Com,"Gulf State Paper Corporation Is One Of America's Premier Forest Products Companies. The Company Manages Forests IN Southern United States And Produces Lumber And Wood Products For Domestic And International Markets. It Also Develops Commercial And Residential Real Estate And Offers Sporting Recreational Activities Both IN The United States And Throughout The World. Gulf State Paper Manages Nearly 400,000 Acres Of Alabama Woodlands. The Company Also Operates One Of The Nation's Largest And Most Efficient Sawmills. It Has The Ability To Provide Quality Untreated Wood Poles To Utilities Companies And Other Businesses Throughout The Nation. Headquartered IN Tuscaloosa, Ala., Gulf State Paper Corporation Has A Number Of Locations Throughout The United States, Such As The Office IN Claremont, N.C.",150,"$16,300,000",,Martin,Szalay,Vice President,Male,Martin,Fzalay,Manager,Male,Jeff,Henderson,HR Executive,Male,Tanya,Schmidt,Controller,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
westrock,Westrock,101 Lexington Pkwy,Lexington,NC,27295,3369566000,3369562675,8004224397,Westrock.Com,"Chesapeake Pharmaceutical And Healthcare Packaging Is One Of The Leading Global Suppliers Of Paperboard Packaging. The Firm Offers A Wide Range Of Products, Such As Folding Cartons, Labels, Leaflets, Booklets And Plastic Packaging, Among Others. Services Provided Include Design/Artwork, Security, Anti-Counterfeiting, Supply Chain Management, Packaging Systems And Clinical Trials. It Caters To The Needs Of World's Leading Pharmaceutical Companies As Well As Specialist Businesses. Located IN Lexington, N.C., The Firm Operates Through More Than 20 Manufacturing Facilities Situated Throughout The United States, Europe And Asia.",151,"$37,166,000",1892,Melanie,Crook,Director,Female,Todd,Whitley,Manager,Male,Jason,Corbett,Mfg Exec,Male,Vickie,Marker,Cio/Cto,Female,Melenie,Crook,HR Executive,Female,Troy,Turley,Cmo,Male,Cheryl,Price,Purchase Exec,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
westrock,Westrock,8080 N Point Blvd,Winston Salem,NC,27106,3367592397,3367598900,,Westrock.Com,,135,"$15,136,000",,Matthew,Neuhoff,General Mgr,Male,Katrina,Belton,Manager,Female,Donna,Tugwell,Manager,Female,Jim,Hutchinson,Mfg Exec,Male,Jackie,Gardner,HR Executive,Female,David,Jackson,Business Dev,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west-rock,West Rock,400 Albemarle St,Lexington,NC,27292,3362499966,3362496133,8008458663,Rocktenn.Com,"Smurfit-Stone Container Corporation Is A Premier Packaging Company IN North America. It Is One Of The Industry S Leading Integrated Manufacturer Of Paperboard And Paper-Based Packaging, And A Leading Producer Of Containerboard, Including White Top Linerboard, Corrugated Containers, Multi-Walled And Specialty Bags And Clay-Coated Recycled Boxboard. Smurfit-Stone Also Recycles Paper, Annually Processing And Selling More Than 6.5 Million Tons, And Is A Leading Producer Of Solid Bleached Sulfate, Folding Cartons, Flexible Packaging, Labels And Point Of Purchase Displays. The Company Provides Solutions To A Variety Of Customers, Large And Small, Throughout North America. Smurfit-Stone Container Corporation Maintains Facilities IN Lexington, N.C.",125,"$13,204,000",1986,Jay,Martin,Manager,Male,Harold,Mcneil,Mfg Exec,Male,Jean,Shaver,HR Executive,Female,Robert,Wieciech,Sales Exec,Male,Gary,Cline,Purchase Exec,Male,Kim,Davis,Finance,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west-fraser-inc,West Fraser Inc,4400 NC 186 Hwy,Seaboard,NC,27876,2525892011,2525898229,,,"West Fraser Mills, Maintained IN Seaboard, N.C., Is One Of Many West Fraser Mills Operations Spanning More Than 40 Countries. Employing Approximately 83,000 People Worldwide, The Company Has The Capabilities To Export Its Products To More Than 120 Nations. West Fraser Mills Is A Worldwide Leader IN The Paper, Packaging And Wood Products Industry. It Has Significant Businesses IN Paper And Paper Distribution, Packaging And Forest Products, Which Include Building Materials. With Nearly 8.5 Million Acres Of Land Managed IN The United States Alone, The Company Is One Of The World's Largest Private Landowners. It Distributes Printing, Packaging, Graphic Arts, Maintenance And Industrial Products Principally Through Its More Than 270 Distribution Branches Located Primarily IN The United States. IN Addition, West Fraser Mills Owns More Than Half Of Carter Holt Harvey, A New Zealand Paper And Forest Products Company With Operations IN New Zealand And Australia.",133,"$23,853,000",1969,Donna,Futrell,Purchase Exec,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wesley-hall-inc,Wesley Hall Inc,141 Fairgrove Church Rd SE,Conover,NC,28613,8283247466,8283248547,,,,250,"$42,580,000",1989,Eddie,Deal,President,Male,Zachary,Taylor,President,Male,Jana,Burvikovs,Vice President,Female,Ron,Deal,Chairman,Male,Bill,Fox,Cio/Cto,Male,Audrey,Wilson,HR Executive,Female,Anne,Deal Bradshaw,Cmo,Female,Jana,Burvikovs,Operations,Female,Bill,Fox,Telecom Exec,Male,Judy,Cain,Finance,Female,Ron,Deal,Board Member,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wells-hosiery-mills-inc,Wells Hosiery Mills Inc,1758 S Fayetteville St,Asheboro,NC,27205,3366334857,,,Wellshosiery.Com,"Operational For More Than 20 Years, Wells Hosiery Mills Offers A Range Of Athletic Wear, Apparel And Hosiery Products For Women. It Offers Dyeing, Folding, Packaging, Knitting And Boarding Services. The Company Manufactures More Than 400 Needle-Knit Products Throughout North Carolina. It Houses Over 140 Lonati-Branded Knitting Machines. Wells Hosiery Mills Manufactures Products As Per Its Clients  Specifications That Include The Size, Grade And Fit Of Products, Achieved Through IN-House Pattern Making And Computer-Aided Design Systems. It Services Various Customers, Including Bloomingdale S, Still You, Etcetera, Champion, Nordstrom, Jones Of New York, Banana Republic, Silkies, Motherhood And Carlisle. Wells Hosiery Mills Maintains A Location IN Asheboro, N.C.",300,"$23,334,000",,C P,Davis,CEO,Male,Rodney,Debusk,President,Male,Susie,Sikes,Manager,Female,Jane,Nance,HR Executive,Female,Matt,Anglemeyer,Sales Exec,Male,Paul,Avato,Finance Exec,Male,Paul,Avato,Treasurer,Male,Jackson,Lee,Operation Exec,Male,Mark,Lewallen,IT,Male,Matt,Anglemyer,Marketing,Male,Janet,Nance,Other,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wells-hosiery-mill,Wells Hosiery Mill,PO Box 1566,Asheboro,NC,27204,3366334793,,,Wellshosiery.Com,,175,"$13,612,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wellington-sears-co,Wellington Sears Co,3006 Anaconda Rd,Tarboro,NC,27886,9198236126,,,,,200,"$15,719,000",1970,Toby,Sklar,Mfg Exec,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
welch-allyn-inc,Welch Allyn Inc,95 Old Shoals Rd,Arden,NC,28704,8286844895,,,,,150,"$48,200,000",1964,Terry,Hartsock,Mfg Exec,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wbtv,Wbtv,1 Julian Price Pl,Charlotte,NC,28208,7046339079,7043743671,,Wbtv.Com,,130,"$31,926,000",,Mark,Davenport,Publisher/Editor,Male,Tim,Capasso,Publisher/Editor,Male,Brian,Dresdow,Publisher/Editor,Male,Ashley,Lovett,Publisher/Editor,Female,Stephanie,Foster,Director,Female,Jerry,Jones,Director,Male,Kim,Saxon,Director,Female,Robby,Thomas,Director,Male,Jada,Wellman,Director,Female,Derrick,Chresfield,General Mgr,Male,Scott,Dempsey,Manager,Male,Chris,Dyches,Manager,Male,Jason,Kane,Manager,Male,Ron,Lee,Manager,Male,Katie,Mckiever,Manager,Female,Dennis,Milligan,Manager,Male,Laurie,Polito,Manager,Female,Robert,Rytel,Manager,Male,Nick,Simonette,Manager,Male,Jon,Wicker,Manager,Male,Kimberly,Eller,Exec Officer,Female,Molly,Kelleher,Exec Officer,Female,Jennifer,Miller,Exec Officer,Female,Janet,Gallaher,HR Executive,Female,Tami,Scheip,Sales Exec,Female,John,Rice,Marketing Exec,Male,Robert,Kowalczyk,IT Executive,Male,Michael,Gurthie,Engr/Tech,Male,Paul,Krabath,Engr/Tech,Male,Kenneth,Love,Engr/Tech,Male,William,Morrison,Engr/Tech,Male,Juan,Ponte,Engr/Tech,Male,Juan,Puente,Engr/Tech,Male,Ronald,Yoslov,Engr/Tech,Male,Jeff,Yates,IT,Male,Michal,Campbell,Sales,Male,Patti,Goodnight,Sales,Female,Donna,Lepre,Sales,Female,Bob,Nemenz,Sales,Male,Joseph,Dunn,Marketing,Male,Don,Short,Marketing,Male,Alex,Helms,Telecom Exec,Male,Ashley,Batey,Other,Female,Sarah,Batista,Other,Female,Jamie,Boll,Other,Female,Paul,Cameron,Other,Male,Steve,Crump,Other,Male,Kristy,Etheridge,Other,Female,Kelly,Franson,Other,Female,Molly,Grantham,Other,Female
waynesville-public-works-dir,Waynesville Public Works Dir,16 S Main St,Waynesville,NC,28786,8284564410,8284562000,,,,220,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wayne-trademark-ptg-&-pkgng,Wayne Trademark Ptg & Pkgng,660 Southwest St,High Point,NC,27260,3368873173,3368878345,8003271290,,"Wayne Trademark Printing & Packaging, Founded IN 1983, Has Expanded From A Small Print Shop To One Of The Top 100 Tag And Label Printers IN The United States. Its 100,000-Square-Foot Plant Houses Offset And Flexographic Printing And The Prepress Department. The Flexographic And Offset Equipment Prints Up To Seven Colors, Either Full Color OR Process, With Ultraviolet Curing. Wayne Trademark Printing & Packaging Is A Full-Service Printer That Offers A Range Of Products And Printing Services Including Decals, Novelty Labels, Computer Pin-Feed Labels, Die-Cutting, Embossing And Laminating.",100,"$15,719,000",1938,Gary,Burrow,CEO,Male,James,Packer,Vice President,Male,Britt,Gardner,Manager,Male,Rodney,Trivette,Mfg Exec,Male,Gary,Burrow,Chairman,Male,Miranda,Maynard,HR Executive,Female,Doug,Burrow,Sales Exec,Male,Doug,Burrow,Cmo,Male,Miranda,Maynard,Finance Exec,Female,Jon,Fields,Sales,Male,Ivy,Davis,Operations,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wayne-industries-inc,Wayne Industries Inc,4107 Cheyenne Dr,Archdale,NC,27263,3364345017,3368616633,,Wayneindustries.Us,,125,"$10,205,000",1980,Wayne,Smith,President,Male,William D,Connor,President,Male,Anita B,Stewart,Vice President,Female,Todd,Cutler,HR Executive,Male,Doug,Connor,Marketing Exec,Male,Crystal,Hembree,Finance Exec,Female,Jonathan,Conner,IT Executive,Male,Jonathan,Conner,Telecom Exec,Male,Jonathan W,Connor,Other,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
waverly-mills-inc,Waverly Mills Inc,PO Box 240562,Charlotte,NC,28224,7045548725,,,,,100,"$28,033,000",,Robert,Kunik,President,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wavecom,Wavecom,430 Davis Dr # 300,Morrisville,NC,27560,9192374000,,,Wavecom.Com,,145,"$22,195,000",,Anders,Francan,President,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
watts-regulator-co,Watts Regulator Co,211 Racine Dr,Wilmington,NC,28403,9107633710,,,,,130,"$25,413,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-department,Water Department,2228 Georgetown Rd,Jacksonville,NC,28540,9104550722,,,Onwasa.Com,,126,"$14,426,000",1999,Billy,Farmer,Director,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
warp-technologies-inc,Warp Technologies Inc,601 Irving Pkwy,Holly Springs,NC,27540,9195522311,9195520322,,,,135,"$22,148,000",1988,Marik,Alapin,President,Male,Laurie,O'Rourke,Vice President,Female,David,Rice,HR Executive,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
